decade,word,tf,occurrences
1550-1600,vi,0.0017889087656529517,[12868]
1550-1600,ochoa,0.0017889087656529517,[13800]
1550-1600,de,0.01967799642218247,"[13800, 13808, 23562, 70499, 71854, 72601, 79963, 86513, 86549, 88179]"
1550-1600,la,0.007155635062611807,"[13800, 34840, 70499, 71854]"
1550-1600,sald,0.0017889087656529517,[13800]
1550-1600,juan,0.0035778175313059034,"[13800, 86549]"
1550-1600,rittershusii,0.0017889087656529517,[13801]
1550-1600,conradi,0.0017889087656529517,[13801]
1550-1600,lipsiu,0.0017889087656529517,[13804]
1550-1600,medic,0.0017889087656529517,[13806]
1550-1600,sebastianu,0.0017889087656529517,[13806]
1550-1600,marchi,0.0017889087656529517,[13808]
1550-1600,capitano,0.0017889087656529517,[13808]
1550-1600,mueller,0.0017889087656529517,[13809]
1550-1600,joachim,0.0017889087656529517,[13809]
1550-1600,otto,0.0035778175313059034,"[13810, 90959]"
1550-1600,anton,0.0017889087656529517,[13810]
1550-1600,palmeriu,0.0017889087656529517,[13811]
1550-1600,janu,0.0017889087656529517,[13811]
1550-1600,melleru,0.0017889087656529517,[13811]
1550-1600,beza,0.0017889087656529517,[13812]
1550-1600,theodoro,0.0017889087656529517,[13812]
1550-1600,manuzio,0.0017889087656529517,[13814]
1550-1600,reusner,0.0017889087656529517,[13815]
1550-1600,nicolau,0.005366726296958855,"[13815, 18939, 22670]"
1550-1600,cicero,0.0017889087656529517,[13816]
1550-1600,marcu,0.0035778175313059034,"[13816, 22672]"
1550-1600,tulliu,0.0017889087656529517,[13816]
1550-1600,estienn,0.005366726296958855,"[14247, 14293, 38340]"
1550-1600,tyrtaeu,0.0017889087656529517,[14267]
1550-1600,lacedaemoniu,0.0017889087656529517,[14267]
1550-1600,vischer,0.005366726296958855,"[14268, 14270, 22664]"
1550-1600,christoph,0.01073345259391771,"[14268, 14270, 22648, 22664, 22671, 90972]"
1550-1600,beham,0.0017889087656529517,[14273]
1550-1600,han,0.005366726296958855,"[14273, 18937, 22675]"
1550-1600,sebald,0.0017889087656529517,[14273]
1550-1600,osiand,0.0035778175313059034,"[14274, 23571]"
1550-1600,fabriciu,0.0035778175313059034,"[14275, 88172]"
1550-1600,montanu,0.0017889087656529517,[14275]
1550-1600,johann,0.01967799642218247,"[14275, 14284, 14290, 14297, 22662, 22693, 38900, 51957, 71848, 90963, 90981]"
1550-1600,huberinu,0.0035778175313059034,"[14276, 90973]"
1550-1600,caspar,0.0035778175313059034,"[14276, 90973]"
1550-1600,wilhelm,0.0017889087656529517,[14277]
1550-1600,braunschweig,0.0017889087656529517,[14277]
1550-1600,herzog,0.0017889087656529517,[14277]
1550-1600,v,0.0017889087656529517,[14277]
1550-1600,maximilian,0.0017889087656529517,[14278]
1550-1600,reich,0.0017889087656529517,[14278]
1550-1600,kaiser,0.0017889087656529517,[14278]
1550-1600,ii,0.0035778175313059034,"[14278, 38340]"
1550-1600,peristeriu,0.0017889087656529517,[14280]
1550-1600,isselt,0.0017889087656529517,[14281]
1550-1600,michael,0.007155635062611807,"[14281, 22656, 70500, 79971]"
1550-1600,von,0.007155635062611807,"[14281, 22670, 22693, 90959]"
1550-1600,hele,0.0017889087656529517,[14283]
1550-1600,moritz,0.0017889087656529517,[14283]
1550-1600,sturm,0.0017889087656529517,[14284]
1550-1600,bearb,0.0035778175313059034,"[14284, 14288]"
1550-1600,maria,0.0035778175313059034,"[14285, 22674]"
1550-1600,pfalz,0.0035778175313059034,"[14285, 22674]"
1550-1600,luther,0.007155635062611807,"[14286, 86618, 88178, 88181]"
1550-1600,dietrich,0.005366726296958855,"[14288, 22678, 79961]"
1550-1600,veit,0.007155635062611807,"[14288, 22678, 75627, 79961]"
1550-1600,ravisiu,0.0017889087656529517,[14290]
1550-1600,postel,0.0017889087656529517,[14295]
1550-1600,guillaum,0.0017889087656529517,[14295]
1550-1600,sepinu,0.0017889087656529517,[14296]
1550-1600,gervasiu,0.0017889087656529517,[14296]
1550-1600,rabe,0.0017889087656529517,[14297]
1550-1600,jacob,0.0035778175313059034,"[14297, 23570]"
1550-1600,menchaca,0.0017889087656529517,[14450]
1550-1600,oporiniana,0.0017889087656529517,[14899]
1550-1600,printer,0.008944543828264758,"[14899, 20885, 38340, 44361, 47714]"
1550-1600,bamfeild,0.0017889087656529517,[15478]
1550-1600,edward,0.0017889087656529517,[15478]
1550-1600,wesenbeciu,0.0017889087656529517,[18934]
1550-1600,matthaeu,0.0017889087656529517,[18934]
1550-1600,dracon,0.0017889087656529517,[18935]
1550-1600,honorato,0.0017889087656529517,[18935]
1550-1600,albrecht,0.0017889087656529517,[18937]
1550-1600,franciscan,0.0017889087656529517,[18937]
1550-1600,vigeliu,0.0017889087656529517,[18939]
1550-1600,chappuy,0.0017889087656529517,[18940]
1550-1600,gabriel,0.0017889087656529517,[18940]
1550-1600,andrea,0.008944543828264758,"[18942, 22695, 79964, 86515, 86518]"
1550-1600,bartolo,0.0017889087656529517,[18943]
1550-1600,rocard,0.0017889087656529517,[18945]
1550-1600,claud,0.005366726296958855,"[18945, 22687, 90979]"
1550-1600,activ,0.007155635062611807,"[18945, 20885, 38340, 92192]"
1550-1600,vetter,0.0017889087656529517,[18946]
1550-1600,dini,0.0017889087656529517,[18949]
1550-1600,da,0.0017889087656529517,[18949]
1550-1600,coll,0.0017889087656529517,[18949]
1550-1600,dorat,0.0017889087656529517,[18951]
1550-1600,melanchthon,0.0035778175313059034,"[19048, 28759]"
1550-1600,caetani,0.007155635062611807,"[19375, 19389, 53645, 90333]"
1550-1600,giunta,0.0017889087656529517,[20885]
1550-1600,bernardo,0.0017889087656529517,[20885]
1550-1600,hopkin,0.0017889087656529517,[22559]
1550-1600,john,0.01073345259391771,"[22559, 22691, 29837, 41949, 56523, 60586]"
1550-1600,richter,0.0017889087656529517,[22648]
1550-1600,brenz,0.0017889087656529517,[22649]
1550-1600,dumoulin,0.0017889087656529517,[22655]
1550-1600,charl,0.0017889087656529517,[22655]
1550-1600,kuppelich,0.0017889087656529517,[22658]
1550-1600,georg,0.012522361359570662,"[22658, 71855, 79957, 79973, 88172, 88184, 90984]"
1550-1600,aubert,0.0017889087656529517,[22660]
1550-1600,jacqu,0.0035778175313059034,"[22660, 23058]"
1550-1600,benz,0.0017889087656529517,[22662]
1550-1600,hrsg,0.025044722719141325,"[22662, 22684, 22685, 22687, 22690, 22693, 22697, 22698, 38906, 51961, 76967, 79976, 88865, 90979]"
1550-1600,amsdorff,0.0017889087656529517,[22670]
1550-1600,entzelt,0.0017889087656529517,[22671]
1550-1600,fritsch,0.0017889087656529517,[22672]
1550-1600,sach,0.0017889087656529517,[22675]
1550-1600,commelin,0.0017889087656529517,[22684]
1550-1600,dubellay,0.0017889087656529517,[22685]
1550-1600,gruget,0.0017889087656529517,[22687]
1550-1600,selneck,0.0017889087656529517,[22689]
1550-1600,nikolau,0.0035778175313059034,"[22689, 38906]"
1550-1600,scalig,0.0017889087656529517,[22690]
1550-1600,joseph,0.0017889087656529517,[22690]
1550-1600,just,0.0017889087656529517,[22690]
1550-1600,cheke,0.0017889087656529517,[22691]
1550-1600,lindt,0.0017889087656529517,[22692]
1550-1600,willem,0.0017889087656529517,[22692]
1550-1600,van,0.0035778175313059034,"[22692, 79969]"
1550-1600,der,0.0035778175313059034,"[22692, 22693]"
1550-1600,fayser,0.0017889087656529517,[22693]
1550-1600,arnstein,0.0017889087656529517,[22693]
1550-1600,jakob,0.007155635062611807,"[22694, 78535, 88869, 90961]"
1550-1600,hondorff,0.0017889087656529517,[22695]
1550-1600,petri,0.0017889087656529517,[22697]
1550-1600,suffridu,0.0017889087656529517,[22697]
1550-1600,aquil,0.0017889087656529517,[22698]
1550-1600,marulli,0.0017889087656529517,[23056]
1550-1600,micha,0.0017889087656529517,[23056]
1550-1600,balthasar,0.0017889087656529517,[23057]
1550-1600,pierr,0.005366726296958855,"[23057, 66265, 71854]"
1550-1600,lavardin,0.0017889087656529517,[23058]
1550-1600,mesa,0.0017889087656529517,[23562]
1550-1600,smith,0.0017889087656529517,[23564]
1550-1600,innoc,0.0017889087656529517,[23566]
1550-1600,gentillet,0.0017889087656529517,[23566]
1550-1600,harriot,0.0017889087656529517,[23568]
1550-1600,dolc,0.0035778175313059034,"[23569, 23573]"
1550-1600,lodouico,0.0017889087656529517,[23569]
1550-1600,omphaliu,0.0017889087656529517,[23570]
1550-1600,lod,0.0017889087656529517,[23573]
1550-1600,bouleng,0.0017889087656529517,[23574]
1550-1600,jule,0.0017889087656529517,[23574]
1550-1600,porta,0.0017889087656529517,[23575]
1550-1600,giovanni,0.007155635062611807,"[23575, 29257, 50969, 86547]"
1550-1600,battista,0.005366726296958855,"[23575, 29257, 86547]"
1550-1600,della,0.0017889087656529517,[23575]
1550-1600,hunnio,0.0035778175313059034,"[23576, 71851]"
1550-1600,aegidio,0.0035778175313059034,"[23576, 71851]"
1550-1600,rauscher,0.0017889087656529517,[23577]
1550-1600,fabricium,0.0017889087656529517,[23578]
1550-1600,franc,0.0017889087656529517,[23578]
1550-1600,sboroviu,0.0017889087656529517,[23579]
1550-1600,samuel,0.0017889087656529517,[23579]
1550-1600,barjarg,0.0017889087656529517,[23580]
1550-1600,erskin,0.0017889087656529517,[23580]
1550-1600,sempil,0.0017889087656529517,[23754]
1550-1600,statiu,0.0017889087656529517,[28635]
1550-1600,achil,0.0017889087656529517,[28635]
1550-1600,comment,0.0017889087656529517,[28759]
1550-1600,caro,0.0017889087656529517,[29257]
1550-1600,casimir,0.0017889087656529517,[29837]
1550-1600,count,0.0017889087656529517,[29837]
1550-1600,palatin,0.0017889087656529517,[29837]
1550-1600,schardio,0.0017889087656529517,[29838]
1550-1600,simon,0.0017889087656529517,[29838]
